料理,りょうり,料理,名词
四川菜,せんしゅんさい,四川菜,名词
北京烤鸭,ペキンダック,北京ダック,名词
食物,たべもの,食べ物,名词
日式牛肉火锅,すきやき,すき焼き,名词
生鱼片,おさしみ,お刺身,名词
热水,ゆ,湯,名词
冷水,さめ,冷め,名词
浴衣,ゆかた,浴衣,名词
景色,ふうけい,風景,名词
药,くすり,薬,名词
天气,てんき,天気,名词
大海,うみ,海,名词
山,やま,山,名词
新闻,しんぶん,新聞,名词
女性,じょせい,女性,名词
来宾,おきゃくさま,お客様,名词
玻璃杯,グラス,グラス,名词
歌舞伎,かぶき,歌舞伎,名词
心情,きもち,気持ち,名词
信,てがみ,手紙,名词
很多,たくさん,たくさん,名词
辣,からい,辛い,形容词
甜,あまい,甘い,形容词
咸,しおからい,塩辛い,形容词
酸,すっぱい,酸っぱい,形容词
苦,にがい,苦い,形容词
好吃,おいしい,美味しい,形容词
难吃,まずい,まずい,形容词
热,あつい,熱い,形容词
凉,ひやい,冷たい,形容词
愉快,たのしい,楽しい,形容词
有意思,おもしろい,面白い,形容词
无聊,つまらない,つまらない,形容词
广阔,ひろい,広い,形容词
窄,せまい,狭い,形容词
大,おおきい,大きい,形容词
小,ちいさい,小さい,形容词
忙,いそがしい,忙しい,形容词
好,いい,良い,形容词
坏,わるい,悪い,形容词
粗,あらい,粗い,形容词
细,ほそい,細い,形容词
远,とおい,遠い,形容词
近,ちかい,近い,形容词
贵,たかい,高い,形容词
便宜,やすい,安い,形容词
寒冷,さむい,寒い,形容词
天气热,あつい,暑い,形容词
蓝色,あおい,青い,形容词
白色,しろい,白い,形容词
新,あたらしい,新しい,形容词
旧,ふるい,古い,形容词
难,むずかしい,難しい,形容词
容易,やさしい,易しい,形容词
多,おおい,多い,形容词
少,すくない,少ない,形容词
可爱,かわいい,可愛い,形容词
真的,ほんとう,本当,名词
很,とても,とても,副词
非常,とても,とても,副词（重复，按书保留）
不,あまり,あまり,副词
一点儿,すこし,少し,名词
根本（不）,まったく,全く,副词
正好,ちょうど,丁度,副词
不好吃,まずい,まずい,形容词（重复，按书保留）
吸,すう,吸,动词
天安门,てんあんもん,天安門,名词
万里长城,ばんりのちょうじょう,万里の長城,名词
感觉舒服，心情愉快,きもちいい,気持ち良い,形容词
